originalquesid,questionid,title,question,tags,link,source,preparedtitle
"3115982,",7837456,How to compare arrays in JavaScript?,"
I'd like to compare two arrays... ideally, efficiently. Nothing fancy, just true if they are identical, and false if not. Not surprisingly, the comparison operator doesn't seem to work.
var a1 = [1,2,3];
var a2 = [1,2,3];
console.log(a1==a2);    // Returns false
console.log(JSON.stringify(a1)==JSON.stringify(a2));    // Returns true

JSON encoding each array does, but is there a faster or ""better"" way to simply compare arrays without having to iterate through each value?
","javascript,arrays,json,",https://stackoverflow.com/questions/7837456/how-to-compare-arrays-in-javascript,https://stackoverflow.com, compare array javascript 
"321370,623104,",311165,"How do you convert a byte array to a hexadecimal string, and vice versa?","
How can you convert a byte array to a hexadecimal string, and vice versa?
","c#,arrays,hex,",https://stackoverflow.com/questions/311165/how-do-you-convert-a-byte-array-to-a-hexadecimal-string-and-vice-versa,https://stackoverflow.com, convert byte array hexadecimal string  vice versa 
"11918491,",5482677,How to apply two CSS classes to a single element,"
Can i apply 2 classes to a single div or span or any html element? For example:
<a class=""c1"" class=""c2"">aa</a>

I tried and in my case c2 does not get applied. How can i apply both classes at once?
","html,css,",https://stackoverflow.com/questions/5482677/how-to-apply-two-css-classes-to-a-single-element,https://stackoverflow.com, apply two cs class single element
"9439480,",710551,Use 'import module' or 'from module import'?,"
I've tried to find a comprehensive guide on whether it is best to use import module or from module import. I've just started with Python and I'm trying to start off with best practices in mind.
Basically, I was hoping if anyone could share their experiences, what preferences other developers have and what's the best way to avoid any gotchas down the road?
","python,python-import,",https://stackoverflow.com/questions/710551/use-import-module-or-from-module-import,https://stackoverflow.com, use  import module   from module import  
"19851782,",4907843,Open a URL in a new tab (and not a new window),"
I'm trying to open a URL in a new tab, as opposed to a popup window.
I've seen related questions where the responses would look something like:
window.open(url,'_blank');
window.open(url);

But none of them worked for me, the browser still tried to open a popup window.
","javascript,",https://stackoverflow.com/questions/4907843/open-a-url-in-a-new-tab-and-not-a-new-window,https://stackoverflow.com, open url new tab  and new window 
"4656843,5448545,2090551,",901115,How can I get query string values in JavaScript?,"



Is there a plugin-less way of retrieving query string values via jQuery (or without)? 
If so, how? If not, is there a plugin which can do so?
","javascript,url,plugins,query-string,",https://stackoverflow.com/questions/901115/how-can-i-get-query-string-values-in-javascript,https://stackoverflow.com, get query string value javascript 
"3638542,",54255,In Vim is there a way to delete without putting text in the register?,"
Using Vim I often want to replace a block of code with a block that I just yanked.
But when I delete the block of code that is to be replaced, that block itself goes into the register which erases the block I just yanked. So I've got in the habit of yanking, then inserting, then deleting what I didn't want, but with large blocks of code this gets messy trying to keep the inserted block and the block to delete separate.
So what is the slickest and quickest way to replace text in Vim?

is there a way to delete text without putting it into the register?
is there a way to say e.g. ""replace next word"" or ""replace up to next paragraph""
or is the best way to somehow use the multi-register feature?

","vim,replace,vim-registers,",https://stackoverflow.com/questions/54255/in-vim-is-there-a-way-to-delete-without-putting-text-in-the-register,https://stackoverflow.com, vim way delete without putting text register 
"8528178,",10712002,Create an empty list in python with certain size,"
I want to create an empty list (or whatever is the best way) that can hold 10 elements.
After that I want to assign values in that list, for example this is supposed to display 0 to 9:
s1 = list();
for i in range(0,9):
   s1[i] = i

print  s1

But when I run this code, it generates an error or in another case it just displays [] (empty). 
Can someone explain why?
","python,list,",https://stackoverflow.com/questions/10712002/create-an-empty-list-in-python-with-certain-size,https://stackoverflow.com, create empty list python certain size
"212198,",75401,What are the uses of “using” in C#?,"
User kokos answered the wonderful Hidden Features of C# question by mentioning the using keyword. Can you elaborate on that? What are the uses of using?
","c#,using,using-statement,",https://stackoverflow.com/questions/75401/what-are-the-uses-of-using-in-c,https://stackoverflow.com, us  using  c  
"8472349,",4602902,How to set the text color of TextView in code?,"
In XML, we can set a text color by the textColor attribute, like android:textColor=""#FF0000"". But how do I change it by coding?
I tried something like:
holder.text.setTextColor(R.color.Red);

Where holder is just a class and text is of type TextView. Red is an RGB value (#FF0000) set in strings.
But it shows a different color rather than red. What kind of parameter can we pass in setTextColor()? In documentation, it says int, but is it a resource reference value or anything else?
","android,colors,textview,",https://stackoverflow.com/questions/4602902/how-to-set-the-text-color-of-textview-in-code,https://stackoverflow.com, set text color textview code 
"1996518,",2502833,Store output of subprocess.Popen call in a string,"
I'm trying to make a system call in Python and store the output to a string that I can manipulate in the Python program.
#!/usr/bin/python
import subprocess
p2 = subprocess.Popen(""ntpq -p"")

I've tried a few things including some of the suggestions here:
Retrieving the output of subprocess.call()
but without any luck.
","python,subprocess,",https://stackoverflow.com/questions/2502833/store-output-of-subprocess-popen-call-in-a-string,https://stackoverflow.com, store output subprocess popen call string
"5226285,",750486,JavaScript closure inside loops – simple practical example,"


var funcs = [];
// let's create 3 functions
for (var i = 0; i < 3; i++) {
  // and store them in funcs
  funcs[i] = function() {
    // each should log its value.
    console.log(""My value: "" + i);
  };
}
for (var j = 0; j < 3; j++) {
  // and now let's run each one to see
  funcs[j]();
}



It outputs this:

Whereas I'd like it to output:

My value: 0
My value: 1
My value: 2


The same problem occurs when the delay in running the function is caused by using event listeners:


var buttons = document.getElementsByTagName(""button"");
// let's create 3 functions
for (var i = 0; i < buttons.length; i++) {
  // as event listeners
  buttons[i].addEventListener(""click"", function() {
    // each should log its value.
    console.log(""My value: "" + i);
  });
}
<button>0</button>
<br />
<button>1</button>
<br />
<button>2</button>



… or asynchronous code, e.g. using Promises:


// Some async wait function
const wait = (ms) => new Promise((resolve, reject) => setTimeout(resolve, ms));

for (var i = 0; i < 3; i++) {
  // Log `i` as soon as each promise resolves.
  wait(i * 100).then(() => console.log(i));
}



It is also apparent in for in and for of loops:


const arr = [1,2,3];
const fns = [];

for(var i in arr){
  fns.push(() => console.log(`index: ${i}`));
}

for(var v of arr){
  fns.push(() => console.log(`value: ${v}`));
}

for(var f of fns){
  f();
}



What’s the solution to this basic problem?
","javascript,loops,closures,",https://stackoverflow.com/questions/750486/javascript-closure-inside-loops-simple-practical-example,https://stackoverflow.com, javascript closure inside loop   simple practical example
"2025607,",1082580,How to build jars from IntelliJ properly?,"
I have a project that contains a single module, and some dependencies.
I'd like to create a jar, in a separate directory, that contains the compiled module. In addition, I'd like to have the dependencies present beside my module.
No matter how I twist IntelliJ's ""build jar"" process, the output of my module appears empty (besides a META-INF file).
","java,intellij-idea,jar,build-process,",https://stackoverflow.com/questions/1082580/how-to-build-jars-from-intellij-properly,https://stackoverflow.com, build jar intellij properly 
"4913343,",176264,"What is the difference between a URI, a URL and a URN?","
People talk about URLs, URIs, and URNs as if they're different things, but they look the same to the naked eye.
What are the distinguishable differences between them?
","http,url,uri,urn,rfc3986,",https://stackoverflow.com/questions/176264/what-is-the-difference-between-a-uri-a-url-and-a-urn,https://stackoverflow.com, difference uri  url urn 
"18889028,",17822131,Resolving ambiguous overload on function pointer and std::function for a lambda using +,"
In the following code, the first call to foo is ambiguous, and therefore fails to compile.
The second, with the added + before the lambda, resolves to the function pointer overload.
#include <functional>

void foo(std::function<void()> f) { f(); }
void foo(void (*f)()) { f(); }

int main ()
{
    foo(  [](){} ); // ambiguous
    foo( +[](){} ); // not ambiguous (calls the function pointer overload)
}

What is the + notation doing here?
","c++11,lambda,overloading,",https://stackoverflow.com/questions/17822131/resolving-ambiguous-overload-on-function-pointer-and-stdfunction-for-a-lambda,https://stackoverflow.com, resolving ambiguous overload function pointer std  function lambda using  
"3450860,",571394,How to find out if an item is present in a std::vector?,"
All I want to do is to check whether an element exists in the vector or not, so I can deal with each case.
if ( item_present )
   do_this();
else
   do_that();

","c++,vector,std,",https://stackoverflow.com/questions/571394/how-to-find-out-if-an-item-is-present-in-a-stdvector,https://stackoverflow.com, find item present std  vector 
"6900124,",826782,How to disable text selection highlighting,"
For anchors that act like buttons (for example Questions, Tags, Users, etc. which are located on the top of the Stack Overflow page) or tabs, is there a CSS standard way to disable the highlighting effect if the user accidentally selects the text?
I realize that this could be done with JavaScript and a little googling yielded the Mozilla-only -moz-user-select option.
Is there a standard-compliant way to accomplish this with CSS, and if not, what is the ""best practice"" approach?
","css,cross-browser,highlight,textselection,",https://stackoverflow.com/questions/826782/how-to-disable-text-selection-highlighting,https://stackoverflow.com, disable text selection highlighting
"2760995,",157944,Create ArrayList from array,"
I have an array that is initialized like:
Element[] array = {new Element(1), new Element(2), new Element(3)};

I would like to convert this array into an object of the ArrayList class.
ArrayList<Element> arraylist = ???;

","java,arrays,arraylist,type-conversion,",https://stackoverflow.com/questions/157944/create-arraylist-from-array,https://stackoverflow.com, create arraylist array
"3382954,1770010,",180158,How do I time a method's execution in Java?,"

How do I get a method's execution time?  
Is there a Timer utility class for things like timing how long a task takes, etc?  

Most of the searches on Google return results for timers that schedule threads and tasks, which is not what I want.
","java,timing,execution-time,",https://stackoverflow.com/questions/180158/how-do-i-time-a-methods-execution-in-java,https://stackoverflow.com, time method s execution java 
"2005192,",12136948,Why does shell ignore quoting characters in arguments passed to it through variables? ,"



These work as advertised:
grep -ir 'hello world' .
grep -ir hello\ world .

These don't:
argumentString1=""-ir 'hello world'""
argumentString2=""-ir hello\\ world""
grep $argumentString1 .
grep $argumentString2 .

Despite 'hello world' being enclosed by quotes in the second example, grep interprets 'hello (and hello\) as one argument and world' (and world) as another, which means that, in this case, 'hello will be the search pattern and world' will be the search path.
Again, this only happens when the arguments are expanded from the argumentString variables. grep properly interprets 'hello world' (and hello\ world) as a single argument in the first example.
Can anyone explain why this is? Is there a proper way to expand a string variable that will preserve the syntax of each character such that it is correctly interpreted by shell commands?
","bash,variables,syntax,quoting,expansion,",https://stackoverflow.com/questions/12136948/why-does-shell-ignore-quoting-characters-in-arguments-passed-to-it-through-varia,https://stackoverflow.com, shell ignore quoting character argument passed variables  
"9279111,",5832368,Tablet or Phone - Android,"
Is there a way to check if the user is using a tablet or a phone?
I've got problems with my tilt function and my new tablet (Transformer)
","android,tablet,",https://stackoverflow.com/questions/5832368/tablet-or-phone-android,https://stackoverflow.com, tablet phone   android
"5071040,",3930210,Java int to String - Integer.toString(i) vs new Integer(i).toString(),"
Sometimes java puzzles me.
I have a huge amount of int initializations to make.
What's the real difference?

Integer.toString(i)
new Integer(i).toString()

","java,string,int,",https://stackoverflow.com/questions/3930210/java-int-to-string-integer-tostringi-vs-new-integeri-tostring,https://stackoverflow.com, java int string   integer tostring i  v new integer i  tostring  
"388180,",7273338,How to vertically align an image inside a div,"
How can you align an image inside of a containing div?
Example
In my example, I need to vertically center the <img> in the <div> with class =""frame"":
<div class=""frame"" style=""height: 25px;"">
    <img src=""http://jsfiddle.net/img/logo.png"" />
</div>

.frame's height is fixed and the image's height is unknown. I can add new elements in .frame if that's the only solution. I'm trying to do this on Internet  Explorer 7  and later, WebKit, Gecko.
See the jsfiddle here.


.frame {
    height: 25px;      /* Equals maximum image height */
    line-height: 25px;
    width: 160px;
    border: 1px solid red;

    text-align: center;
    margin: 1em 0;
}
img {
    background: #3A6F9A;
    vertical-align: middle;
    max-height: 25px;
    max-width: 160px;
}
<div class=frame>
   <img src=""http://jsfiddle.net/img/logo.png"" height=250 />
</div>
<div class=frame>
   <img src=""http://jsfiddle.net/img/logo.png"" height=25 />
</div>
<div class=frame>
   <img src=""http://jsfiddle.net/img/logo.png"" height=23 />
</div>
<div class=frame>
   <img src=""http://jsfiddle.net/img/logo.png"" height=21 />
</div>
<div class=frame>
   <img src=""http://jsfiddle.net/img/logo.png"" height=19 />
</div>
<div class=frame>
    <img src=""http://jsfiddle.net/img/logo.png"" height=17 />
</div>
<div class=frame>
    <img src=""http://jsfiddle.net/img/logo.png"" height=15 />
 </div>
<div class=frame>
    <img src=""http://jsfiddle.net/img/logo.png"" height=13 />
 </div>
<div class=frame>
    <img src=""http://jsfiddle.net/img/logo.png"" height=11 />
 </div>
<div class=frame>
    <img src=""http://jsfiddle.net/img/logo.png"" height=9 />
 </div>
<div class=frame>
    <img src=""http://jsfiddle.net/img/logo.png"" height=7 />
 </div>
<div class=frame>
    <img src=""http://jsfiddle.net/img/logo.png"" height=5 />
 </div>
<div class=frame>
    <img src=""http://jsfiddle.net/img/logo.png"" height=3 />
 </div>



","css,image,vertical-alignment,",https://stackoverflow.com/questions/7273338/how-to-vertically-align-an-image-inside-a-div,https://stackoverflow.com, vertically align image inside div
"3839966,",2067472,"What is JSONP, and why was it created?","
I understand JSON, but not JSONP. Wikipedia's document on JSON is (was) the top search result for JSONP. It says this:

Huh? What call? That doesn't make any sense to me. JSON is a data format. There's no call.
The 2nd search result is from some guy named Remy, who writes this about JSONP:

JSONP is script tag injection, passing the response from the server in to a user specified function.

I can sort of understand that, but it's still not making any sense.

So what is JSONP? Why was it created (what problem does it solve)? And why would I use it? 

Addendum: I've just created a new page for JSONP on Wikipedia; it now has a clear and thorough description of JSONP, based on jvenema's answer.
","javascript,json,jsonp,terminology,",https://stackoverflow.com/questions/2067472/what-is-jsonp-and-why-was-it-created,https://stackoverflow.com, jsonp  created 
"4343596,",29308898,How do I extract data from JSON with PHP?,"

I have the JSON:
{
    ""type"": ""donut"",
    ""name"": ""Cake"",
    ""toppings"": [
        { ""id"": ""5002"", ""type"": ""Glazed"" },
        { ""id"": ""5006"", ""type"": ""Chocolate with Sprinkles"" },
        { ""id"": ""5004"", ""type"": ""Maple"" }
    ]
}

How do I decode this in PHP and access the resulting data?
","php,json,",https://stackoverflow.com/questions/29308898/how-do-i-extract-data-from-json-with-php,https://stackoverflow.com, extract data json php 
"3210935,",700227,What's quicker and better to determine if an array key exists in PHP?,"
Consider these 2 examples...
$key = 'jim';

// example 1
if (isset($array[$key])) {
    // ...
}

// example 2    
if (array_key_exists($key, $array)) {
    // ...
}

I'm interested in knowing if either of these are better. I've always used the first, but have seen a lot of people use the second example on this site.
So, which is better? Faster? Clearer intent?
","php,performance,",https://stackoverflow.com/questions/700227/whats-quicker-and-better-to-determine-if-an-array-key-exists-in-php,https://stackoverflow.com, what s quicker better determine array key exists php 
"12462318,",13964155,Get JavaScript object from array of objects by value of property ,"



Let's say I have an array of four objects:
var jsObjects = [
   {a: 1, b: 2}, 
   {a: 3, b: 4}, 
   {a: 5, b: 6}, 
   {a: 7, b: 8}
];

Is there a way that I can get the third object ({a: 5, b: 6}) by the value of the property b for example without a for...in loop?
","javascript,arrays,",https://stackoverflow.com/questions/13964155/get-javascript-object-from-array-of-objects-by-value-of-property,https://stackoverflow.com, get javascript object array object value property 
"31842983,",31590714,getColor(int id) deprecated on Android 6.0 Marshmallow (API 23),"
The Resources.getColor(int id) method has been deprecated.
@ColorInt
@Deprecated
public int getColor(@ColorRes int id) throws NotFoundException {
    return getColor(id, null);
}

What should I do?
","android,android-resources,android-6.0-marshmallow,android-mnc,",https://stackoverflow.com/questions/31590714/getcolorint-id-deprecated-on-android-6-0-marshmallow-api-23,https://stackoverflow.com, getcolor int id  deprecated android 6 0 marshmallow  api 23 
"6886493,",191010,How to get a complete list of object's methods and attributes?,"
dir(re.compile(pattern)) 

does not return pattern as one of the lists's elements. Namely it returns:
['__copy__', '__deepcopy__', 'findall', 'finditer', 'match', 'scanner', 'search', 'split', 'sub', 'subn']

According to the manual, it is supposed to contain 

It says also that

The list is not necessarily complete.

Is there a way to get the complete list? I always assumed that dir returns a complete list but apparently it does not...
Also: is there a way to list only attributes? Or only methods?
Edit: this is actually a bug in python -> supposedly it is fixed in the 3.0 branch (and perhaps also in 2.6)
","python,",https://stackoverflow.com/questions/191010/how-to-get-a-complete-list-of-objects-methods-and-attributes,https://stackoverflow.com, get complete list object s method attributes 
"4561097,",5460129,How to create a drop shadow only on one side of an element?,"
Is there a way to drop the shadow only on the bottom?. I have a menu with 2 images next to each other. I don't want a right shadow because it overlaps the right image. I don't like to use images for this so is there a way to drop it only on the bottom like: 
box-shadow-bottom: 10px #FFF; or similar?
-moz-box-shadow: 0px 3px 3px #000;
-webkit-box-shadow: 0px 3px 3px #000;
box-shadow-bottom: 5px #000;
/* For IE 8 */
-ms-filter: ""progid:DXImageTransform.Microsoft.Shadow(Strength=4, Direction=180, Color='#000000')"";
/* For IE 5.5 - 7 */
filter: progid:DXImageTransform.Microsoft.Shadow(Strength=4, Direction=180, Color='#000000');

","css,",https://stackoverflow.com/questions/5460129/how-to-create-a-drop-shadow-only-on-one-side-of-an-element,https://stackoverflow.com, create drop shadow one side element 
"7901864,",10657315,Git merge left HEAD marks in my files,"
I tried to merge a file in the command line using Git, when an error message appeared telling me the merge was aborted. 
I thought that was the end of it, but then I realized there are gitmarks in my files. Like so:
start =
    expression

validchar = 
    [0-9a-zA-Z_?!+\-=@#$%^&*/.]

integer = 
<<<<<<< HEAD
    digits:[0-9]+
        { return digits.join(""""); }
=======
    sign:""-""* digits:[0-9]+
        { return sign + digits.join(""""); }
>>>>>>> gh-pages

The files have been edited not by me and show lines inserted with: 

HEAD after less than signs (<<<<<<< HEAD)
lines of changed code 
a string of equals signs (=======)
the new version of the code
another line starting with greater than signs and the name of the branch (>>>>>>> gh-pages)

What's worse is that the file contents are no longer in order. Does anyone know how I get those files back to normal, and the changes I made in the gh-branch merged into the master branch?
","git,git-merge,merge-conflict-resolution,git-merge-conflict,",https://stackoverflow.com/questions/10657315/git-merge-left-head-marks-in-my-files,https://stackoverflow.com, git merge left head mark file
"1359689,",2793150,How to use java.net.URLConnection to fire and handle HTTP requests?,"
Use of java.net.URLConnection is asked about pretty often here, and the Oracle tutorial is too concise about it. 
That tutorial basically only shows how to fire a GET request and read the response. It doesn't explain anywhere how to use it to among others perform a POST request, set request headers, read response headers, deal with cookies, submit a HTML form, upload a file, etc. 
So, how can I use java.net.URLConnection to fire and handle ""advanced"" HTTP requests?
","java,http,httprequest,httpurlconnection,urlconnection,",https://stackoverflow.com/questions/2793150/how-to-use-java-net-urlconnection-to-fire-and-handle-http-requests,https://stackoverflow.com, use java net urlconnection fire handle http requests 
"16122234,",9562304,Git/GitHub commit with extended message/description,"
I recently use GitHub and downloaded GitHub for Mac.
I noticed you can add an 'extended description' using GitHub for Mac. How do I add an extended description using the command line?
Can I add an extended description to an existing commit?
","git,macos,github,",https://stackoverflow.com/questions/9562304/git-github-commit-with-extended-message-description,https://stackoverflow.com, git github commit extended message description
"5694385,",1844688,How to read all files in a folder from Java?,"



How to read all the files in a folder through Java?
","java,file,io,directory,",https://stackoverflow.com/questions/1844688/how-to-read-all-files-in-a-folder-from-java,https://stackoverflow.com, read file folder java 
"15433188,",1761051,Difference between \n and \r?,"
What’s the difference between \n (newline) and \r (carriage return)?
In particular, are there any practical differences between \n and \r? Are there places where one should be used instead of the other?
","newline,carriage-return,",https://stackoverflow.com/questions/1761051/difference-between-n-and-r,https://stackoverflow.com, difference  n  r 
"135234,",388464,What's the difference between the 'ref' and 'out' keywords?,"
I'm creating a function where I need to pass an object so that it can be modified by the function. What is the difference between:
public void myFunction(ref MyClass someClass)

and
public void myFunction(out MyClass someClass)

Which should I use and why?
","c#,reference,keyword,out,ref,",https://stackoverflow.com/questions/388464/whats-the-difference-between-the-ref-and-out-keywords,https://stackoverflow.com, what s difference  ref   out  keywords 
"4255472,",4244896,Dynamically access object property using variable,"
I'm trying to access a property of an object using a dynamic name. Is this possible?
const something = { bar: ""Foobar!"" };
const foo = 'bar';
something.foo; // The idea is to access something.bar, getting ""Foobar!""

","javascript,object,properties,",https://stackoverflow.com/questions/4244896/dynamically-access-object-property-using-variable,https://stackoverflow.com, dynamically access object property using variable
"2759067,",2491222,How to rename a file using Python,"
I want to change a.txt to b.kml.
","python,file-rename,",https://stackoverflow.com/questions/2491222/how-to-rename-a-file-using-python,https://stackoverflow.com, rename file using python
"2650080,",1799370,Getting attributes of Enum's value,"
I would like to know if it is possible to get attributes of the enum values and not of the enum itself? For example, suppose I have the following enum:
using System.ComponentModel; // for DescriptionAttribute

enum FunkyAttributesEnum
{
    [Description(""Name With Spaces1"")]
    NameWithoutSpaces1,    
    [Description(""Name With Spaces2"")]
    NameWithoutSpaces2
}

What I want is given the enum type, produce 2-tuples of enum string value and its description.
Value was easy:
Array values = System.Enum.GetValues(typeof(FunkyAttributesEnum));
foreach (int value in values)
    Tuple.Value = Enum.GetName(typeof(FunkyAttributesEnum), value);

But how do I get description attribute's value, to populate Tuple.Desc? I can think of how to do it if the Attribute belongs to the enum itself, but I am at a loss as to how to get it from the value of the enum.
","c#,reflection,enums,.net-attributes,",https://stackoverflow.com/questions/1799370/getting-attributes-of-enums-value,https://stackoverflow.com, getting attribute enum s value
"2000582,45004,",1014861,Is there a CSS parent selector?,"
How do I select the <li> element that is a direct parent of the anchor element?
As an example, my CSS would be something like this:
li < a.active {
    property: value;
}

Obviously there are ways of doing this with JavaScript, but I'm hoping that there is some sort of workaround that exists native to CSS Level 2.
The menu that I am trying to style is being spewed out by a CMS, so I can't move the active element to the <li> element... (unless I theme the menu creation module which I'd rather not do).
Any ideas?
","css,css-selectors,",https://stackoverflow.com/questions/1014861/is-there-a-css-parent-selector,https://stackoverflow.com, cs parent selector 
"3329641,",2997754,Does the port change when a server accepts a TCP connection?,"
When a client connects to a server using TCP, a new socket is created for the TCP stream.  Does the connection remain on the same port the connection was made or does it get changed to some other port?
","network-programming,client-server,tcp,",https://stackoverflow.com/questions/2997754/does-the-port-change-when-a-server-accepts-a-tcp-connection,https://stackoverflow.com, port change server accepts tcp connection 
"684171,",437589,How do I unload (reload) a Python module?,"
I have a long-running Python server and would like to be able to upgrade a service without restarting the server. What's the best way do do this?
if foo.py has changed:
    unimport foo  <-- How do I do this?
    import foo
    myfoo = foo.Foo()

","python,module,reload,python-import,",https://stackoverflow.com/questions/437589/how-do-i-unload-reload-a-python-module,https://stackoverflow.com, unload  reload  python module 
"2536829,",1710476,How to print a query string with parameter values when using Hibernate,"
Is it possible in Hibernate to print generated SQL queries with real values instead of question marks?
How would you suggest to print queries with real values if it is not possible with Hibernate API?
","java,sql,hibernate,orm,",https://stackoverflow.com/questions/1710476/how-to-print-a-query-string-with-parameter-values-when-using-hibernate,https://stackoverflow.com, print query string parameter value using hibernate
"6934752,",5189560,Squash my last X commits together using Git,"
How can I squash my last X commits together into one commit using Git?
","git,rebase,squash,git-squash,",https://stackoverflow.com/questions/5189560/squash-my-last-x-commits-together-using-git,https://stackoverflow.com, squash last x commits together using git
"15983639,",11084757,Sass .scss: Nesting and multiple classes?,"
I'm using Sass (.scss) for my current project. 
Following example:
HTML
<div class=""container desc"">
    <div class=""hello"">
        Hello World
    </div>
</div>

SCSS
.container {
    background:red;
    color:white;

    .hello {
        padding-left:50px;
    }
}

This works great. 
Can I handle multiple classes while using nested styles.
In the sample above I'm talking about this:
CSS
.container.desc {
    background:blue;
}

In this case all div.container would normally be red but div.container.desc would be blue.
How can I nest this inside container with Sass?
","sass,",https://stackoverflow.com/questions/11084757/sass-scss-nesting-and-multiple-classes,https://stackoverflow.com, sas  scss  nesting multiple classes 
"3096259,",450799,"Shell command to sum integers, one per line?","
I am looking for a command that will accept (as input) multiple lines of text, each line containing a single integer, and output the sum of these integers.
As a bit of background, I have a log file which includes timing measurements. Through grepping for the relevant lines and a bit of sed reformatting I can list all of the timings in that file.  I would like to work out the total. I can pipe this intermediate output to any command in order to do the final sum.  I have always used expr in the past, but unless it runs in RPN mode I do not think it is going to cope with this (and even then it would be tricky).
How can I get the summation of integers?
","shell,",https://stackoverflow.com/questions/450799/shell-command-to-sum-integers-one-per-line,https://stackoverflow.com, shell command sum integers  one per line 
"14833008,",3387622,Split string with dot as delimiter,"
I am wondering if I am going about splitting a string on a . the right way? My code is: 
String[] fn = filename.split(""."");
return fn[0];

I only need the first part of the string, that's why I return the first item. I ask because I noticed in the API that . means any character, so now I'm stuck.
","java,regex,string,split,",https://stackoverflow.com/questions/3387622/split-string-with-dot-as-delimiter,https://stackoverflow.com, split string dot delimiter
"406121,716477,",952914,How to make a flat list out of list of lists?,"
I wonder whether there is a shortcut to make a simple list out of list of lists in Python.
I can do that in a for loop, but maybe there is some cool ""one-liner""? I tried it with reduce(), but I get an error.
Code
l = [[1, 2, 3], [4, 5, 6], [7], [8, 9]]
reduce(lambda x, y: x.extend(y), l)

Error message
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""<stdin>"", line 1, in <lambda>
AttributeError: 'NoneType' object has no attribute 'extend'

","python,list,multidimensional-array,flatten,",https://stackoverflow.com/questions/952914/how-to-make-a-flat-list-out-of-list-of-lists,https://stackoverflow.com, make flat list list lists 
"2652460,",44153,Can you use reflection to find the name of the currently executing method?,"
Like the title says: Can reflection give you the name of the currently executing method.
I'm inclined to guess not, because of the Heisenberg problem.  How do you call a method that will tell you the current method without changing what the current method is?  But I'm hoping someone can prove me wrong there.
Update: 

Part 2:  Could this be used to look inside code for a property as well?  
Part 3:  What would the performance be like?

Final Result
I learned about MethodBase.GetCurrentMethod().  I also learned that not only can I create a stack trace, I can create only the exact frame I need if I want.  
To use this inside a property, just take a .Substring(4) to remove the 'set_' or 'get_'.
",".net,reflection,",https://stackoverflow.com/questions/44153/can-you-use-reflection-to-find-the-name-of-the-currently-executing-method,https://stackoverflow.com, use reflection find name currently executing method 
"6260756,",2641347,Short circuit Array.forEach like calling break,"
[1,2,3].forEach(function(el) {
    if(el === 1) break;
});

How can I do this using the new forEach method in JavaScript? I've tried return;, return false; and break. break crashes and return does nothing but continue iteration.
","javascript,arrays,foreach,",https://stackoverflow.com/questions/2641347/short-circuit-array-foreach-like-calling-break,https://stackoverflow.com, short circuit array foreach like calling break
"2592501,",494180,Java: how do I check if a Date is within a certain range?,"
I have a series of ranges with start dates and end dates. I want to check to see if a date is within that range.
Date.before() and Date.after() seem to be a little awkward to use. What I really need is something like this pseudocode:
boolean isWithinRange(Date testDate) {
    return testDate >= startDate && testDate <= endDate;
}

Not sure if it's relevant, but the dates I'm pulling from the database have timestamps. 
","java,date,",https://stackoverflow.com/questions/494180/java-how-do-i-check-if-a-date-is-within-a-certain-range,https://stackoverflow.com, java  check date within certain range 
"13104494,6605640,",518000,Is JavaScript a pass-by-reference or pass-by-value language?,"
The primitive types (number, string, etc.) are passed by value, but objects are unknown, because they can be both passed-by-value (in case we consider that a variable holding an object is in fact a reference to the object) and passed-by-reference (when we consider that the variable to the object holds the object itself).
Although it doesn't really matter at the end, I want to know what is the correct way to present the arguments passing conventions. Is there an excerpt from JavaScript specification, which defines what should be the semantics regarding this?
","javascript,pass-by-reference,pass-by-value,",https://stackoverflow.com/questions/518000/is-javascript-a-pass-by-reference-or-pass-by-value-language,https://stackoverflow.com, javascript pass by reference pass by value language 
"3477333,",504947,When should I use GET or POST method? What's the difference between them?,"
What's the difference when using GET or POST method? Which one is more secure? What are (dis)advantages of each of them?
(similar question)
","forms,http,post,get,http-method,",https://stackoverflow.com/questions/504947/when-should-i-use-get-or-post-method-whats-the-difference-between-them,https://stackoverflow.com, use get post method  what s difference them 
"238603,",8236,How do you determine the size of a file in C?,"
How can I figure out the size of a file, in bytes?
#include <stdio.h>

unsigned int fsize(char* file){
  //what goes here?
}

","c,file,io,filesize,",https://stackoverflow.com/questions/8236/how-do-you-determine-the-size-of-a-file-in-c,https://stackoverflow.com, determine size file c 
